trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
544,False,"{'a': 0.5, 'e': 0.5985494267372105}",30,0,-41.68230769576925,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
545,False,"{'a': 0.5, 'e': 0.5971479866847617}",25,0,-190.4355063989544,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
546,False,"{'a': 0.5, 'e': 0.5957451753413462}",20,0,-1.801219840447978,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
547,False,"{'a': 0.5, 'e': 0.5943410110343519}",30,7,-55.616939912761104,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 1}",1
548,False,"{'a': 0.5, 'e': 0.5929355121661668}",20,0,-55.224740949312334,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
549,False,"{'a': 0.5, 'e': 0.5915286972132747}",20,11,-37.22870399570674,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
550,False,"{'a': 0.5, 'e': 0.5901205847253426}",20,0,-94.28074260347883,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
551,False,"{'a': 0.5, 'e': 0.5887111933242988}",20,5,-52.732584428539035,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.5873005417034038}",25,2,-13.044827228365119,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.5858886486263124}",20,3,26.047951072824755,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.5844755329261266}",20,0,-48.398706347440445,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
555,False,"{'a': 0.5, 'e': 0.5830612135044424}",25,1,-1.788302217950584,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.5816457093303865}",20,7,-79.16480726168365,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
557,False,"{'a': 0.5, 'e': 0.5802290394396468}",20,0,-8.536824467143393,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
558,False,"{'a': 0.5, 'e': 0.5788112229334939}",25,7,-42.377421968270234,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
559,False,"{'a': 0.5, 'e': 0.5773922789777952}",20,4,-8.546184633604295,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.5759722268020221}",20,0,18.16441739228846,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
561,False,"{'a': 0.5, 'e': 0.5745510856982484}",20,0,3.9883564550985726,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
562,False,"{'a': 0.5, 'e': 0.5731288750201423}",25,0,-52.318826911960954,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
563,False,"{'a': 0.5, 'e': 0.5717056141819509}",20,0,-67.23040060356853,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
564,False,"{'a': 0.5, 'e': 0.5702813226574769}",25,0,-31.105726939466066,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
565,False,"{'a': 0.5, 'e': 0.5688560199790493}",25,0,-61.801925463923155,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
566,False,"{'a': 0.5, 'e': 0.5674297257364861}",20,0,-12.963586255043852,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
567,False,"{'a': 0.5, 'e': 0.5660024595760506}",25,0,-44.58902244846796,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
568,False,"{'a': 0.5, 'e': 0.564574241199401}",20,3,1.536722244326104,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.5631450903625335}",20,0,-77.37005875994073,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
570,False,"{'a': 0.5, 'e': 0.561715026874718}",25,12,5.912944722137768,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.5602840705974287}",20,5,-14.305988946177695,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.5588522414432676}",35,18,-36.964741269312505,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
573,False,"{'a': 0.5, 'e': 0.5574195593748821}",30,9,-138.37853369007055,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 3}",1
574,False,"{'a': 0.5, 'e': 0.5559860444038761}",35,8,-76.24967335370053,"{0: 17, 1: 3, 2: 5, 3: 2, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.554551716589716}",25,0,-74.12935723244706,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
576,False,"{'a': 0.5, 'e': 0.5531165960386305}",20,0,10.6201919379451,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
577,False,"{'a': 0.5, 'e': 0.5516807029025041}",30,16,-0.9647211685762027,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.5502440573777666}",20,13,-0.014592690527261754,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.5488066797042755}",20,0,-51.00640222234096,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
580,False,"{'a': 0.5, 'e': 0.5473685901641944}",20,10,-0.6453974312936186,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.5459298090808651}",20,0,-22.91740802062483,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
582,False,"{'a': 0.5, 'e': 0.5444903568176761}",20,0,-92.00500846037696,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
583,False,"{'a': 0.5, 'e': 0.543050253776925}",20,5,7.857004943474573,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.5416095203986763}",20,2,-14.931231544338354,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.5401681771596153}",20,10,-65.72140623903637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
586,False,"{'a': 0.5, 'e': 0.5387262445718969}",20,2,-14.693118544923452,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.5372837431819901}",20,9,-47.00200972345386,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
588,False,"{'a': 0.5, 'e': 0.5358406935695185}",20,0,0.3306773187784704,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
589,False,"{'a': 0.5, 'e': 0.5343971163460962}",25,16,17.90157439142405,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.5329530321541609}",20,0,-27.4680329649362,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
591,False,"{'a': 0.5, 'e': 0.5315084616658017}",25,6,-107.56786401791736,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 3}",1
592,False,"{'a': 0.5, 'e': 0.5300634255815844}",20,11,-28.226246497982594,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
593,False,"{'a': 0.5, 'e': 0.5286179446293728}",20,0,-46.65119597853194,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
594,False,"{'a': 0.5, 'e': 0.5271720395631468}",30,1,-77.09639901517862,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 1}",1
595,False,"{'a': 0.5, 'e': 0.525725731161817}",25,15,3.5630215853763545,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.5242790402280361}",20,8,-17.44790636685986,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.522831987587008}",35,19,-39.50379200047077,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.5213845940852939}",25,2,4.708089652048974,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.5199368805896148}",20,0,-74.82213755120603,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
600,False,"{'a': 0.5, 'e': 0.5184888679856531}",20,0,8.440036082767268,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
601,False,"{'a': 0.5, 'e': 0.51704057717685}",20,0,-5.18306118704564,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
602,False,"{'a': 0.5, 'e': 0.5155920290832027}",20,0,-50.2492542081654,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
603,False,"{'a': 0.5, 'e': 0.5141432446400573}",25,11,-11.388180299611122,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.5126942447969021}",20,7,18.826871323403054,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.5112450505161569}",20,0,-73.2617386606221,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
606,False,"{'a': 0.5, 'e': 0.5097956827719624}",30,0,-176.86830944150628,"{0: 21, 1: 0, 2: 5, 3: 0, 4: 4}",0
607,False,"{'a': 0.5, 'e': 0.5083461625489673}",25,0,-54.20407316161776,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
608,False,"{'a': 0.5, 'e': 0.5068965108411138}",20,8,-24.891483849099817,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.5054467486504227}",20,0,-7.221008268060913,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
610,False,"{'a': 0.5, 'e': 0.503996896985777}",30,7,-68.24027535249097,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 1}",1
611,False,"{'a': 0.5, 'e': 0.5025469768617046}",20,2,-12.155335290017371,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.5010970092971603}",20,0,-31.79296556122018,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
613,False,"{'a': 0.5, 'e': 0.4996470153143073}",25,0,-66.50505645289476,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
614,False,"{'a': 0.5, 'e': 0.4981970159372982}",20,9,-1.1951954196977486,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.49674703219105587}",25,0,-58.90692701177156,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
616,False,"{'a': 0.5, 'e': 0.4952970851000537}",25,0,-84.766188560196,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
617,False,"{'a': 0.5, 'e': 0.4938471956870965}",25,18,12.391717024382825,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.49239738497210106}",25,0,-61.838219874035204,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
619,False,"{'a': 0.5, 'e': 0.49094767397087735}",25,0,1.3849805606921228,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.48949808369391}",25,0,-31.63222050857628,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
621,False,"{'a': 0.5, 'e': 0.4880486351451405}",20,4,-99.33951744811444,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 2}",1
622,False,"{'a': 0.5, 'e': 0.48659934932075}",20,0,-22.782470600518685,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
623,False,"{'a': 0.5, 'e': 0.48515024720794314}",30,11,-68.04973736585093,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
624,False,"{'a': 0.5, 'e': 0.4837013497837331}",25,0,-22.984067694881332,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
625,False,"{'a': 0.5, 'e': 0.48225267801372745}",20,0,-21.273770098559144,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
626,False,"{'a': 0.5, 'e': 0.4808042528509159}",20,0,-24.33302844292077,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.47935609523445893}",20,5,-15.874072244850215,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
628,False,"{'a': 0.5, 'e': 0.47790822608847877}",20,8,1.1271126250081651,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.47646066632085154}",30,16,-23.883570079482453,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.4750134368220018}",20,13,-9.875151076834044,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
631,False,"{'a': 0.5, 'e': 0.47356655846369905}",20,14,-4.621674194465995,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.4721200520978563}",20,0,-47.29121310247773,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
633,False,"{'a': 0.5, 'e': 0.4706739385553314}",30,13,-33.37127752276185,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.4692282386447307}",20,8,8.778957566024472,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.4677829731512152}",25,0,-46.78358742136668,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
636,False,"{'a': 0.5, 'e': 0.4663381628353101}",25,4,-50.2706420044441,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
637,False,"{'a': 0.5, 'e': 0.4648938284317166}",25,0,-43.53954510207299,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
638,False,"{'a': 0.5, 'e': 0.46344999064812753}",20,10,6.952661434018896,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.5, 'e': 0.4620066701640456}",20,13,11.863176724459171,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.46056388762960576}",20,1,-4.075249689780128,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.4591216636644002}",25,10,4.822509142098059,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.45768001885630805}",25,15,8.420306345247024,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.45623897376032807}",25,0,-1.4961434174223578,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
644,False,"{'a': 0.5, 'e': 0.45479854889741583}",25,14,-30.44075966533991,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
645,False,"{'a': 0.5, 'e': 0.4533587647533247}",25,0,-7.66889083115412,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
646,False,"{'a': 0.5, 'e': 0.45191964177745136}",25,7,9.325713612227338,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
647,False,"{'a': 0.5, 'e': 0.45048120038168543}",20,15,0.7270969180989908,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.4490434609392636}",20,8,0.46414343439658,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.44760644378362885}",20,8,2.126091399946497,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.44617016920729385}",20,0,-96.78893717972531,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
651,False,"{'a': 0.5, 'e': 0.4447346574607097}",20,0,-31.711337422200508,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
652,False,"{'a': 0.5, 'e': 0.44329992875113966}",20,10,2.6713440483229984,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.4418660032415378}",20,0,-58.55895428954713,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
654,False,"{'a': 0.5, 'e': 0.44043290104943333}",20,0,14.698712352702323,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
655,False,"{'a': 0.5, 'e': 0.43900064224582025}",20,0,-39.24439844690426,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
656,False,"{'a': 0.5, 'e': 0.43756924685405235}",25,0,-22.01384838701801,"{0: 21, 1: 2, 2: 0, 3: 2, 4: 0}",0
657,False,"{'a': 0.5, 'e': 0.4361387348487442}",25,0,-57.48295510329992,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
658,False,"{'a': 0.5, 'e': 0.4347091261546778}",25,11,13.50223210093192,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.5, 'e': 0.43328044064571525}",25,7,-15.699567954012917,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.4318526981437174}",20,0,-55.059541545695154,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
661,False,"{'a': 0.5, 'e': 0.43042591841746886}",25,7,-22.987479428469452,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
662,False,"{'a': 0.5, 'e': 0.42900012118160913}",20,0,-20.338120053436164,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
663,False,"{'a': 0.5, 'e': 0.42757532609557025}",20,7,-11.375214889041402,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.4261515527625211}",20,0,-57.816909266407066,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
665,False,"{'a': 0.5, 'e': 0.424728820728318}",30,14,14.809681476376703,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.4233071494804628}",35,21,-0.10788199544806187,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.42188655844706685}",20,11,15.310674155561772,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.4204670669958231}",35,0,-120.71754602588067,"{0: 23, 1: 2, 2: 7, 3: 2, 4: 1}",0
669,False,"{'a': 0.5, 'e': 0.4190486944329843}",30,10,-30.03424273419338,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
670,False,"{'a': 0.5, 'e': 0.41763146000234935}",25,10,-11.142502509819158,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.4162153828842561}",25,0,-81.84330093362153,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
672,False,"{'a': 0.5, 'e': 0.41480048219458227}",30,15,2.004275405216638,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.41338677698375365}",25,0,-2.964022296915058,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
674,False,"{'a': 0.5, 'e': 0.41197428623575993}",20,9,-12.420050797022853,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.41056302886717844}",25,8,-56.432559357468065,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
676,False,"{'a': 0.5, 'e': 0.4091530237262055}",25,16,-4.569125300548587,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.40774428959169595}",20,0,-9.771174479372627,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
678,False,"{'a': 0.5, 'e': 0.40633684517221064}",30,11,-4.522756155187094,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.4049307091050721}",25,5,-17.072675913867876,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.4035258999554284}",20,0,-6.25030598782611,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
681,False,"{'a': 0.5, 'e': 0.40212243621532545}",30,8,-21.65093018488321,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
682,False,"{'a': 0.5, 'e': 0.4007203363027876}",30,0,-22.442187358623983,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",1
683,False,"{'a': 0.5, 'e': 0.39931961856090675}",30,18,-30.845846531082262,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
684,False,"{'a': 0.5, 'e': 0.39792030125694033}",25,9,7.944263389121937,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.3965224025814177}",30,0,-34.53668078896836,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",1
686,False,"{'a': 0.5, 'e': 0.3951259406472553}",20,0,-46.14002528630467,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
687,False,"{'a': 0.5, 'e': 0.39373093348888094}",30,0,-58.6111987563228,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
688,False,"{'a': 0.5, 'e': 0.39233739906136667}",30,14,-6.855513570367377,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
689,False,"{'a': 0.5, 'e': 0.390945355239571}",20,14,-13.143599064987432,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.3895548198172901}",20,0,-8.44511238291116,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
691,False,"{'a': 0.5, 'e': 0.3881658105064181}",25,0,-49.62294421516434,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
692,False,"{'a': 0.5, 'e': 0.3867783449361165}",25,11,-14.392135154012696,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.3853924406519935}",25,14,-19.665617528532266,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
694,False,"{'a': 0.5, 'e': 0.38400811511529204}",30,9,-2.651479697033966,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.3826253857020876}",25,0,-104.24884578817547,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
696,False,"{'a': 0.5, 'e': 0.38124426970249553}",25,15,16.813637717795327,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.5, 'e': 0.379864784319888}",20,9,-3.5030572600206398,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.37848694667012056}",20,8,-83.73753174461234,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
699,False,"{'a': 0.5, 'e': 0.3771107737807683}",20,15,8.172791557592014,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.3757362825903721}",25,2,-51.199968861630545,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
701,False,"{'a': 0.5, 'e': 0.3743634899476944}",20,6,-32.759485743338125,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
702,False,"{'a': 0.5, 'e': 0.37299241261098504}",20,12,16.13341884921216,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.3716230672472569}",30,22,16.41938857031409,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.3702554704315719}",25,7,-12.396368337751623,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
705,False,"{'a': 0.5, 'e': 0.36888963864633656}",25,14,17.160085868937234,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.367525588280608}",20,0,-49.23374787254818,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
707,False,"{'a': 0.5, 'e': 0.36616333562941}",30,0,9.237405183784226,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
708,False,"{'a': 0.5, 'e': 0.3648028968930592}",30,10,-41.17242044698415,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
709,False,"{'a': 0.5, 'e': 0.36344428817650176}",30,5,41.90319741772992,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.36208752548865986}",25,0,-12.163472687060853,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
711,False,"{'a': 0.5, 'e': 0.3607326247417891}",25,7,-12.989527670336203,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.35937960175084566}",20,0,-18.027711991674025,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
713,False,"{'a': 0.5, 'e': 0.35802847223286444}",25,0,-75.64603691718929,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
714,False,"{'a': 0.5, 'e': 0.35667925180634713}",20,0,-13.332266264161621,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
715,False,"{'a': 0.5, 'e': 0.3553319559906611}",25,4,19.867499617431697,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.35398660020544853}",20,2,-37.451159472252044,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
717,False,"{'a': 0.5, 'e': 0.3526431997700463}",20,0,5.4656412359341235,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
718,False,"{'a': 0.5, 'e': 0.3513017699029164}",20,0,-5.997391222222716,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
719,False,"{'a': 0.5, 'e': 0.34996232572108643}",20,0,-30.674624817435635,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
720,False,"{'a': 0.5, 'e': 0.3486248822396016}",25,13,14.662855666052165,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 0.34728945437098646}",30,8,-9.254793178979934,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
722,False,"{'a': 0.5, 'e': 0.34595605692471804}",25,0,2.150851374945642,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
723,False,"{'a': 0.5, 'e': 0.34462470460670896}",20,0,-35.05736124631897,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
724,False,"{'a': 0.5, 'e': 0.3432954120188017}",25,3,17.424654073638436,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
725,False,"{'a': 0.5, 'e': 0.34196819365827347}",30,9,-78.35396794275785,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 2}",1
726,False,"{'a': 0.5, 'e': 0.3406430639173516}",20,14,12.895956981762655,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.33932003708273983}",20,0,9.273432289339304,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
